product_id,brand,title,price,category,rating,image_url,product_url
B08Y2J5FPD,JANSPORT,unisex-adult Union Pack Backpack,129.0,New season,4.7,https://m.media-amazon.com/images/I/412mrx4xnwL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08Y2J5FPD
B0B85KKC3X,Nike,Unisex ELMNTL PRM BACKPACK,,New season,4.6,https://m.media-amazon.com/images/I/61qm+WptkdL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B85KKC3X
B0DMYPB8PK,adidas,unisex-adult Backpack With Pencil Case Backpack,100.0,New season,4.6,https://m.media-amazon.com/images/I/71V-mL+A8AL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DMYPB8PK
B0F62Y89LT,JANSPORT,Unisex Big Day Pack BACKPACKS,179.0,New season,,https://m.media-amazon.com/images/I/91kEsZkbiyL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0F62Y89LT
B000S27MI8,EASTPAK,"Benchmark Single Pencil Case, 21 cm",72.17,New season,4.7,https://m.media-amazon.com/images/I/71OfAvUDfDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B000S27MI8
B0C8HY95M4,Skechers,MICROSTRIDES - CLASS SPIRIT girls SPORTS,102.6,New season,4.6,https://m.media-amazon.com/images/I/71DIE5UlDYL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C8HY95M4
B0B1V85H3Y,JANSPORT,SuperBreak One Backpack,129.0,New season,4.6,https://m.media-amazon.com/images/I/417WRinD-FL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B1V85H3Y
B0CL89TVTR,Herschel,Classic XL Backpack,162.0,New season,4.6,https://m.media-amazon.com/images/I/81iesIa5mkL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CL89TVTR
B0B2WY42TR,adidas,Tensaur Sport 2.0 Cf K unisex-child Shoes,113.4,New season,4.6,https://m.media-amazon.com/images/I/61iXPyo4COL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B2WY42TR
B0BPTL2KXF,adidas,unisex Classic Foundation Backpack BACKPACK,41.0,New season,4.6,https://m.media-amazon.com/images/I/81LuRTsYrqL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BPTL2KXF
B00VVQTU1C,Nike,Unisex Adult Cush Ankle- 3p Value Socks,46.0,New season,4.5,https://m.media-amazon.com/images/I/71R091yUXTS._AC_UL320_.jpg,https://www.amazon.ae/dp/B00VVQTU1C
B0BWK4GPRG,PUMA,Mens PUMA Phase Backpacks,54.5,New season,4.6,https://m.media-amazon.com/images/I/81D9jp4+hZL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BWK4GPRG
B0D33T9K2K,adidas,"Back To School Pencil Case 2.0 unisex child Bag,Black,One Size",,New season,4.5,https://m.media-amazon.com/images/I/61S8DHoHJAL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D33T9K2K
B0B3F3PKLN,PUMA,Mens Lunch Bag and Backpack Set,109.0,New season,4.4,https://m.media-amazon.com/images/I/71Ff3g32OSL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B3F3PKLN
B09NYCF84H,Nike,"NK BRSLA L DUFF - 9.5 (95L) Duffle Bag, One Size",129.0,New season,4.5,https://m.media-amazon.com/images/I/71Gpt-DpveL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09NYCF84H
B0D3J15JJ2,Skechers,SKECH-AIR DYNAMIGHT 2.0 womens SHOES,77.59,New season,4.2,https://m.media-amazon.com/images/I/51yPOxjee5L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3J15JJ
B09HZD11WT,adidas,Adilette Shower Beach & Pool Mens Sandals,66.0,New season,4.1,https://m.media-amazon.com/images/I/41+m-t9gLPL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09HZD11WT
B0DPLQMZZ4,Skechers,BOUNDER boys Shoes,104.0,New season,3.0,https://m.media-amazon.com/images/I/61OQkKo31iL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DPLQMZZ4
B0CL8424TZ,Herschel,unisex-adult Classic Xl Backpack Backpack,133.0,New season,4.7,https://m.media-amazon.com/images/I/71HmCWB-BML._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CL8424TZ
B083RX7JTQ,Buffway,Mens RFID Blocking Slim Bifold Wallet Minimalist Leather Small Wallets for Men with Cash Pocket and Card Holder Slots,36.0,New season,4.6,https://m.media-amazon.com/images/I/8170keb2VoL._AC_UL320_.jpg,https://www.amazon.ae/dp/B083RX7JTQ
B0B2WYMLW3,adidas,Tensaur Sport 2.0 Cf K unisex-child Sneaker,89.5,New season,4.6,https://m.media-amazon.com/images/I/51kzQGEo2PL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B2WYMLW3
B096X4MBH6,Tommy Hilfiger,"MACY'S ESSENTIALS Men Watch, Analog",174.0,New season,4.2,https://m.media-amazon.com/images/I/81mtSiBYXBS._AC_UL320_.jpg,https://www.amazon.ae/dp/B096X4MBH6
B088KR4ZZS,JANSPORT,unisex-adult Main Campus Backpack,247.22,New season,4.7,https://m.media-amazon.com/images/I/81vBTv+DjPL._AC_UL320_.jpg,https://www.amazon.ae/dp/B088KR4ZZS
B0BN6SSWBY,Skechers,MICROSTRIDES girls Sneaker,112.0,New season,4.4,https://m.media-amazon.com/images/I/61q3L4QoTOL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BN6SSWBY
B00X3LXXDE,Kaps,"Nubuck & Suede Shoe Boot Cleaner with Brush Applicator Cap, Shampoo For, 75 ml - 2.53 fl. oz.",23.99,New season,3.6,https://m.media-amazon.com/images/I/71TVqlddlaL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00X3LXXDE
B0BP2SBRG7,adidas,Unisex Adults 3-Stripes Linear Half-Crew Cushioned Socks 3 Pairs Socks (pack of 1),29.0,New season,4.6,https://m.media-amazon.com/images/I/71LLCl4NnSL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BP2SBRG7
B0CZLM5KGT,adidas,Unisex Kids Little Kids Logo Backpack Backpack,41.0,New season,3.9,https://m.media-amazon.com/images/I/91cSq177s+L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CZLM5KGT
B000J39T2S,Casio,Quartz Watch: AQ-230 Men,85.75,New season,4.4,https://m.media-amazon.com/images/I/71Tz2scwrHL._AC_UL320_.jpg,https://www.amazon.ae/dp/B000J39T2S
B0C8HX52GL,Skechers,MICROSTRIDES girls SPORTS,155.0,New season,4.4,https://m.media-amazon.com/images/I/81DOBwxcNvL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C8HX52GL
B0CM6TZCNK,Nike,Mens NSW RPM 2.0 BACKPACK,288.0,New season,4.5,https://m.media-amazon.com/images/I/71f1tkff-kL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CM6TZCNK
B0BRWFYZ4J,GUESS,Womens Noelle Top Zip Shoulder Bag Handbag (pack of 1),325.0,New season,4.7,https://m.media-amazon.com/images/I/61VIcEcNgnL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BRWFYZ4J
B093LQ8W49,Under Armour,Undeniable 5.0 Duffle,109.0,New season,4.6,https://m.media-amazon.com/images/I/51CzgAOIMRL._AC_UL320_.jpg,https://www.amazon.ae/dp/B093LQ8W49
B0D5C4581M,PUMA,Men's 8 Pack Low Cut Socks Running Socks,45.29,New season,4.7,https://m.media-amazon.com/images/I/71rv851PRJL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D5C4581M
B0CKJTVRGV,PUMA,Courtflex unisex-child Low Boot,99.67,New season,4.4,https://m.media-amazon.com/images/I/61-R1rTzT5L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CKJTVRGV
B0778848PF,Skechers,Nampa-Groton mens Work Shoe,153.88,New season,4.1,https://m.media-amazon.com/images/I/816ZVBvIKfL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0778848PF
B0BB3FTKV2,Lacoste,METROPOLE Men Jewelry,239.0,New season,4.6,https://m.media-amazon.com/images/I/51MzqyuMbDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BB3FTKV
B01M8JXI4M,Lacoste,Tote shopping bags for Women's,329.0,New season,4.7,https://m.media-amazon.com/images/I/715jRJo+nBL._AC_UL320_.jpg,https://www.amazon.ae/dp/B01M8JXI4M
B07FKFHTF7,Nike,unisex-adult Everyday Cushion Ankle 3 Pack SOCKS (pack of 1),53.0,New season,4.5,https://m.media-amazon.com/images/I/61Be5LVi4nL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07FKFHTF7
B078GH9TMW,Havaianas,Unisex's Top Color Flip-Flop,69.24,New season,4.1,https://m.media-amazon.com/images/I/61HuwU19eDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B078GH9TMW
B0DJNTGRQH,adidas,Unisex Kids Power Backpack Youth BACKPACK,83.0,New season,3.5,https://m.media-amazon.com/images/I/81LpJpHunIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DJNTGRQH
B08TWBFWQF,oscaurt,oscaurt Mesh Beach Bag Extra Large Waterproof Sandproof Beach Tote Pool Swim Bag Travel Vacation Essentials,26.59,New season,4.7,https://m.media-amazon.com/images/I/71PW73QQsXL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08TWBFWQF
B07W82S4FL,Nike,mens M Nk Dry Park Vii Jsy Ss T-Shirt,71.0,New season,4.6,https://m.media-amazon.com/images/I/71uhSvuf1HL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07W82S4FL
B0BNHCNNJ6,adidas,Unisex Kids Power Backpack Backpack,86.0,New season,4.7,https://m.media-amazon.com/images/I/81aUaFV5QyL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BNHCNNJ6
B07DVY2969,Lacoste,Women Nf2142aa Shopping Bag (pack of 2),465.0,New season,4.7,https://m.media-amazon.com/images/I/81ZDeab0AbL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07DVY2969
B0BXXV45RL,Branduce,"2.4""（6cm） Solid Pure Color Skinny Tie Plain Slim Necktie for Men",15.9,New season,4.6,https://m.media-amazon.com/images/I/81gKiIaUAaL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BXXV45RL
B0BRV6NTPX,Long Keeper,Unisex Adult No small sling bag,22.65,New season,4.1,https://m.media-amazon.com/images/I/71fmIdWZhYL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BRV6NTPX
B0CHGWX7HG,Under Armour,unisex-adult Hustle 6.0 Backpack Backpack,156.0,New season,4.8,https://m.media-amazon.com/images/I/61zMfXiITGL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CHGWX7HG
B0D3L6XCLG,bagsmart,Women Bm0305067an tote bag,202.49,New season,4.7,https://m.media-amazon.com/images/I/61t4jBybtfL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3L6XCLG
B0CDCNTZNP,the north face,Men's Waterproof Antora Rain Hoodie Jacket (Standard and Big Size) - PFAS Free,468.5,New season,4.7,https://m.media-amazon.com/images/I/710QF3Vg9fL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CDCNTZNP
B0BN1N4PHB,AWAYTR,womens Double Layer Long Satin Bonnet Long Satin Bonnet (pack of 1),24.89,New season,4.5,https://m.media-amazon.com/images/I/71k+oBInHTL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BN1N4PHB
B0B1V9BMJY,JANSPORT,"Large Accessory Pouch - Secure Storage Space for Pens, Power Cords, Pencil Case, Ideal For Everyday need, 1.3L, Navy",89.0,New season,4.9,https://m.media-amazon.com/images/I/41pTXmQP3QL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B1V9BMJY
B0BGXM7NLQ,adidas,Unisex Adults 3-Stripes Cushioned Crew 3 Pairs Socks,55.0,New season,4.7,https://m.media-amazon.com/images/I/81XBTGlPFFL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BGXM7NLQ
B0DM6Z9VP8,New Balance,Unisex Lightweight Crew Socks 3 Pack Socks (pack of 1),27.89,New season,4.5,https://m.media-amazon.com/images/I/61ofohJRCgL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DM6Z9VP8
B0CD69CFNZ,M X M,Travel Moving Trolley Luggage Foldable Bag with Wheels XX-Large 30kg/120L â€“ Waterproof Zipper Extendable Duffel Organizer Bag (Black-A),51.95,New season,3.7,https://m.media-amazon.com/images/I/51wiDNT6HuL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CD69CFNZ
B0B45VNN5M,adidas,"Unisex Tiro League Duffel Bag, Black/White, S",89.0,New season,4.6,https://m.media-amazon.com/images/I/81UjAvncPDL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B45VNN5M
B0DLL5PHGV,adidas,"Marvel Spider-Man Backpack Kids, Recycled Polyester, Black",93.0,New season,,https://m.media-amazon.com/images/I/81GsRt8PNBL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DLL5PHGV
B0DRW2D6GM,ALDO,Women's Ruya HANDBAG,99.85,New season,5.0,https://m.media-amazon.com/images/I/510H9PA6OIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0DRW2D6GM
B0FG3421VR,JANSPORT,Cross Town Plus Medium laptop backpack Misty Rose EK0A5BLBN591,125.0,New season,,https://m.media-amazon.com/images/I/81wEDtb9jhL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0FG3421VR
B09J19C59Y,MOSISO,Laptop Shoulder Bag with 2 Raised&1 Flapover&1 Horizontal Pocket&Handle&Belt,,New season,4.6,https://m.media-amazon.com/images/I/71-imdZfpIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09J19C59Y
B07VWT4XRG,FITRELL,3 Pairs Compression Socks for Women and Men 20-30mmHg-Circulation Support Socks,48.82,New season,4.5,https://m.media-amazon.com/images/I/71CUmyhYe2L._AC_UL320_.jpg,https://www.amazon.ae/dp/B07VWT4XRG
B0B2WZNQVN,adidas,Tensaur Sport 2.0 Cf K unisex-child Shoes,113.4,New season,4.5,https://m.media-amazon.com/images/I/61iXPyo4COL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B2WZNQVN
B0C4YQPGK7,adidas,Unisex Adults Power Backpack,84.0,New season,4.6,https://m.media-amazon.com/images/I/81X3DyNTqqL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C4YQPGK7
B08Z5Z82QT,Nike,unisex-adult Everyday Cushion Crew 3 Pack SOCKS (pack of 1),52.0,New season,4.5,https://m.media-amazon.com/images/I/61sZAdj+h6L._AC_UL320_.jpg,https://www.amazon.ae/dp/B08Z5Z82QT
B07D15X8BD,Kipling,"Miyo Luggage, MIYO",213.48,New season,4.7,https://m.media-amazon.com/images/I/619BxcQr+0L._AC_UL320_.jpg,https://www.amazon.ae/dp/B07D15X8BD
B09VT1FCYN,KALIDI,Unisex Adult Btb Mesh Casual Beach,21.9,New season,4.6,https://m.media-amazon.com/images/I/81eSul9g-zL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09VT1FCYN
B08QYQH3J4,Nike,unisex-adult V Cush Crew - 3 Pack Socks,60.0,New season,4.6,https://m.media-amazon.com/images/I/71qR6QMzlhL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08QYQH3J4
B0C5J8KWNH,PUMA,Melanite Slip On mens Shoes,103.68,New season,4.1,https://m.media-amazon.com/images/I/61hWZul1wiL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0C5J8KWNH
B00M17LFWM,Havaianas,"Slim, Zehentrenner Damen",109.0,New season,4.6,https://m.media-amazon.com/images/I/61qDBJ0UpCL._AC_UL320_.jpg,https://www.amazon.ae/dp/B00M17LFWM
B074MKCXLH,Havaianas,Unisex's Brasil Logo Flip Flops,92.0,New season,4.6,https://m.media-amazon.com/images/I/71QQlsQqV0L._AC_UL320_.jpg,https://www.amazon.ae/dp/B074MKCXLH
B0D1VSW6LH,Tommy Jeans,Women's Daily Elevated Crossover Handbag,339.13,New season,,https://m.media-amazon.com/images/I/51jkaqclbnL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D1VSW6LH
B0F9YM3P1G,Nike,Unisex Elemental Label Handbag,119.0,New season,,https://m.media-amazon.com/images/I/71ihoITzEfL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0F9YM3P1G
B091MK45DB,Shining Diva Fashion,"Latest Stylish Rose Gold Austrian Crystal Bracelet for Women and Girls (11942b), free",21.08,New season,4.1,https://m.media-amazon.com/images/I/51JBNLtPvQS._AC_UL320_.jpg,https://www.amazon.ae/dp/B091MK45DB
B0CN9TGT14,The North Face,Unisex Kids Jester Backpack,,New season,4.7,https://m.media-amazon.com/images/I/61WhXeIZryL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CN9TGT14
B0CVXTS7XP,Casio,General Line Watch: Black WS-1700H-1AVDF,143.59,New season,4.4,https://m.media-amazon.com/images/I/61L8QaDng7L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CVXTS7XP
B07K2MLC3L,adidas,Adilette Aqua unisex-adult Sandals,61.0,New season,3.9,https://m.media-amazon.com/images/I/41tC3c-R3aL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07K2MLC3L
B0BJ4MZLDX,Under Armour,Unisex Adults Loudon Backpack,,New season,4.5,https://m.media-amazon.com/images/I/71SR9k0L0iL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BJ4MZLDX
B0D3J17ZPB,Skechers,MICROSTRIDES Girls SPORTS,110.0,New season,4.3,https://m.media-amazon.com/images/I/81FhdfHTUzL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3J17ZPB
B0CYHD7ZW1,Under Armour,UA Undeniable 5.0 Duffle XS TRAINING for unisex BLACK OSFM,84.0,New season,4.0,https://m.media-amazon.com/images/I/6107YUu-zEL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CYHD7ZW
B0BPSMBMW5,adidas,"Unisex Essentials Duffel Bag, Black/White, XS",65.0,New season,4.2,https://m.media-amazon.com/images/I/81y-NdTBz4L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0BPSMBMW
B0CKXT54DG,adidas,Runfalcon 5 unisex-child Shoes,119.0,New season,4.5,https://m.media-amazon.com/images/I/71pxPAd9ATL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CKXT54DG
B0739TY3TD,Angel Kiss,Handbags for Women Hobo Purse Roomy Casual Shoulder Bags PU Tote Bag Crossbody Bag for Women,119.97,New season,4.4,https://m.media-amazon.com/images/I/71YJXwmJipL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0739TY3TD
B0D3J1SMDV,Skechers,BOUNDER boys Shoes,79.09,New season,4.4,https://m.media-amazon.com/images/I/71ucKecpO8L._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3J1SMDV
B09HZD4THS,adidas,Adilette Shower Slides Beach & Pool U Slipper unisex-adult Slides,68.0,New season,4.0,https://m.media-amazon.com/images/I/41+m-t9gLPL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09HZD4THS
B09HZBKY2N,adidas,Duramo 10 womens Running Shoe,101.05,New season,4.2,https://m.media-amazon.com/images/I/71PjZKb6ecL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09HZBKY2N
B0D3HZKKSQ,Skechers,GO RUN 400 V2 boys Shoes,87.05,New season,4.7,https://m.media-amazon.com/images/I/71Nhn3cApIL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0D3HZKKSQ
B07192Q1M4,JANSPORT,Unisex-Adult Cool Student Backpack,246.14,New season,4.8,https://m.media-amazon.com/images/I/71BLtkFDHHL._AC_UL320_.jpg,https://www.amazon.ae/dp/B07192Q1M4
B09FM712XW,JANSPORT,Unisex Union Pack Backpacks,149.0,New season,4.6,https://m.media-amazon.com/images/I/51CojOMXJcL._AC_UL320_.jpg,https://www.amazon.ae/dp/B09FM712XW
B093LSFC4C,Under Armour,unisex-adult Undeniable 5.0 Duffle Md Duffel Bag,119.0,New season,4.7,https://m.media-amazon.com/images/I/71Ljc4+Qw8L._AC_UL320_.jpg,https://www.amazon.ae/dp/B093LSFC4C
B001VG4RYM,Calvin Klein,mens 3P Hip Brief Boxer Short,186.76,New season,4.4,https://m.media-amazon.com/images/I/71KEFmu9L3L._AC_UL320_.jpg,https://www.amazon.ae/dp/B001VG4RYM
B08KSL6LPT,JANSPORT,Big Student,181.0,New season,4.7,https://m.media-amazon.com/images/I/61+L3zeARRL._AC_UL320_.jpg,https://www.amazon.ae/dp/B08KSL6LPT
B0CMCXFXLP,PUMA,"Backpack, Navy, One Size",98.0,New season,4.4,https://m.media-amazon.com/images/I/71rMA6ELwNL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0CMCXFXLP
B0B31MRXG7,adidas,Tensaur Sport 2.0 Cf I unisex-child Sneaker,119.0,New season,4.5,https://m.media-amazon.com/images/I/510y-Jyr4RL._AC_UL320_.jpg,https://www.amazon.ae/dp/B0B31MRXG7
B011V51LSW,PUMA,Purecat Sandal For Unisex,40.16,New season,3.9,https://m.media-amazon.com/images/I/41yjsNb0X4L._AC_UL320_.jpg,https://www.amazon.ae/dp/B011V51LSW
